Configured with email username  None , password  False
_sa_instance_state, elasticsearch, id, intensity, negativity, position, recommended, timestamp, url, user_id
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5103a0>","4","253","0","0","0","1","2021-07-29 15:31:34.627704","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1319/articles/1417110/20/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef510460>","46","254","1","0","1","1","2021-07-29 15:31:35.517288","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/25ce79b176d5d34b4b4e347dc49f9a90/web/OPS/cciobjects.json&hash=d7e9ce5d89a5581a7e51#/pages/36-37","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef510520>","38","255","0","0","2","1","2021-07-29 15:31:35.668545","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1319/articles/1417110/26/5","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5105e0>","32","256","0","0","3","1","2021-07-29 15:31:35.687044","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1319/articles/1417110/45/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5106a0>","33","257","0","0","4","1","2021-07-29 15:31:36.598098","https://krant.trouw.nl/titles/trouw/8321/publications/1314/articles/1417113/12/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef510760>","22","258","0","2","5","1","2021-07-29 15:31:37.285208","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/25ce79b176d5d34b4b4e347dc49f9a90/web/OPS/cciobjects.json&hash=65989056d28011edaf4d#/pages/8","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef510820>","22","259","1","1","0","1","2021-07-31 11:01:37.685270","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/707167a97797aa42d963f420f13c6e08/web/OPS/cciobjects.json&hash=5fc2b38a7b97c1f25846#/pages/48-49","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5108e0>","2","260","0","0","1","1","2021-07-31 11:01:39.173926","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25406/articles/1418437/51/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5109a0>","15","261","0","0","2","1","2021-07-31 11:01:40.790398","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25406/articles/1418437/59/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef510a60>","39","262","0","1","3","1","2021-07-31 11:01:41.416400","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/707167a97797aa42d963f420f13c6e08/web/OPS/cciobjects.json&hash=b0ca9c429c3af5b530b5#/pages/36-37","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef510b20>","42","263","0","0","4","1","2021-07-31 11:01:41.440176","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25406/articles/1418437/52/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef510be0>","16","264","0","0","5","1","2021-07-31 11:01:41.762467","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25406/articles/1418437/18/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef510ca0>","58","265","1","0","0","1","2021-07-31 13:00:20.251651","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1321/articles/1418438/6/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef510d60>","25","266","0","2","1","1","2021-07-31 13:00:20.891072","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25406/articles/1418437/19/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef510e20>","24","267","0","0","2","1","2021-07-31 13:00:21.935326","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/707167a97797aa42d963f420f13c6e08/web/OPS/cciobjects.json&hash=bc1bc94e01e93305fb2a#/pages/48-49","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef510ee0>","45","268","0","0","3","1","2021-07-31 13:00:23.557433","https://krant.trouw.nl/titles/trouw/8321/publications/1316/articles/1418439/74/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef510fa0>","57","269","0","0","4","1","2021-07-31 13:00:24.959715","https://krant.trouw.nl/titles/trouw/8321/publications/1316/articles/1418439/2/4","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5150a0>","21","270","0","0","5","1","2021-07-31 13:00:25.918554","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1321/articles/1418438/18/4","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef515160>","51","271","0","0","0","1","2021-08-02 06:25:39.595818","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=e4b845b3c2f9b79a7882#/pages/34","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef515220>","16","272","0","1","1","1","2021-08-02 06:25:40.333535","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1322/articles/1419129/8/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5152e0>","28","273","1","0","2","1","2021-08-02 06:25:40.976116","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/34/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5153a0>","38","274","0","0","3","1","2021-08-02 06:25:41.001465","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=c074e3a7cc3fdec10b46#/pages/12-13","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef515460>","68","275","0","0","4","1","2021-08-02 06:25:41.101491","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/2/5","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef515520>","50","276","0","0","5","1","2021-08-02 06:25:41.533018","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/34/5","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5155e0>","8","277","1","0","0","1","2021-08-02 06:25:52.478024","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=85bcb0bb2ea03317e52b#/pages/6","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5156a0>","70","278","0","0","1","1","2021-08-02 06:25:52.502669","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/12/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef515760>","40","279","0","0","2","1","2021-08-02 06:25:52.769008","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/10/4","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef515820>","52","280","0","0","3","1","2021-08-02 06:25:53.144991","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/5/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5158e0>","62","281","0","3","4","1","2021-08-02 06:25:53.700649","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/3/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5159a0>","66","282","0","2","5","1","2021-08-02 06:25:53.753768","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/35/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef515a60>","48","283","0","0","0","1","2021-08-02 08:37:49.198504","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=23074b5c67b67790c458#/pages/34","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef515b20>","28","284","1","0","1","1","2021-08-02 08:37:49.598383","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/34/3","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef515be0>","51","285","0","0","2","1","2021-08-02 08:37:49.787640","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=e4b845b3c2f9b79a7882#/pages/34","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef515ca0>","59","286","0","0","3","1","2021-08-02 08:37:50.439747","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/10/5","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef515d60>","14","287","0","1","4","1","2021-08-02 08:37:50.513815","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=980e54cab1ce45a512c0#/pages/4-5","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef515e20>","7","288","0","0","5","1","2021-08-02 08:37:50.814782","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=052afdc6d4188ec74dcb#/pages/36-37","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef515ee0>","28","289","1","0","0","1","2021-08-02 08:38:57.547687","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/34/3","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef515fa0>","70","290","0","0","1","1","2021-08-02 08:38:57.586049","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/12/2","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51d0a0>","8","291","1","0","2","1","2021-08-02 08:39:00.310557","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=85bcb0bb2ea03317e52b#/pages/6","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51d160>","31","292","0","1","3","1","2021-08-02 08:39:00.819397","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=d5b788bebdfd4220907f#/pages/32","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51d220>","51","293","0","0","4","1","2021-08-02 08:39:00.842332","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=e4b845b3c2f9b79a7882#/pages/34","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51d2e0>","32","294","0","0","5","1","2021-08-02 08:39:01.752820","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/26/1","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51d3a0>","68","295","0","0","0","1","2021-08-02 08:39:14.624135","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/2/5","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51d460>","70","296","0","0","1","1","2021-08-02 08:39:15.246033","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/12/2","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51d520>","54","297","0","0","2","1","2021-08-02 08:39:15.525456","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/7/3","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51d5e0>","67","298","1","0","3","1","2021-08-02 08:39:16.561355","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/18/3","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51d6a0>","72","299","0","2","4","1","2021-08-02 08:39:17.319569","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=5bb765792d41b8d47f95#/pages/34","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51d760>","50","300","0","0","5","1","2021-08-02 08:39:18.022048","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/34/5","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51d820>","8","301","1","0","0","1","2021-08-02 08:39:29.495332","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=85bcb0bb2ea03317e52b#/pages/6","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51d8e0>","18","302","0","0","1","1","2021-08-02 08:39:30.019090","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=6ac010deb82b28219359#/pages/26","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51d9a0>","62","303","0","3","2","1","2021-08-02 08:39:30.047929","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/3/1","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51da60>","52","304","0","0","3","1","2021-08-02 08:39:32.061446","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/5/2","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51db20>","26","305","0","0","4","1","2021-08-02 08:39:33.042267","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1322/articles/1419129/45/3","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51dbe0>","17","306","0","2","5","1","2021-08-02 08:39:34.388887","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1322/articles/1419129/8/1","3",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51dca0>","68","307","0","0","0","1","2021-08-02 15:00:23.482103","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/2/5","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51dd60>","67","308","1","0","1","1","2021-08-02 15:00:24.040510","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/18/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51de20>","26","309","0","0","2","1","2021-08-02 15:00:24.600616","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1322/articles/1419129/45/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51dee0>","17","310","0","2","3","1","2021-08-02 15:00:25.478103","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1322/articles/1419129/8/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef51dfa0>","47","311","0","0","4","1","2021-08-02 15:00:25.722549","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/31/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5240a0>","50","312","0","0","5","1","2021-08-02 15:00:25.903366","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/34/5","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef524160>","68","313","0","0","0","1","2021-08-02 15:00:56.906497","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/2/5","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef524220>","67","314","1","0","1","1","2021-08-02 15:00:57.002790","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/18/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5242e0>","16","315","0","1","2","1","2021-08-02 15:00:57.024438","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1322/articles/1419129/8/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5243a0>","50","316","0","0","3","1","2021-08-02 15:00:57.046568","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/34/5","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef524460>","47","317","0","0","4","1","2021-08-02 15:00:57.436317","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/31/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef524520>","38","318","0","0","5","1","2021-08-02 15:00:57.456223","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=c074e3a7cc3fdec10b46#/pages/12-13","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5245e0>","68","319","0","0","0","1","2021-08-02 15:01:07.141368","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/2/5","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5246a0>","67","320","1","0","1","1","2021-08-02 15:01:07.823170","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/18/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef524760>","7","321","0","0","2","1","2021-08-02 15:01:08.259140","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=052afdc6d4188ec74dcb#/pages/36-37","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef524820>","15","322","0","1","3","1","2021-08-02 15:01:08.742119","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=8837817a36d29f2f92bc#/pages/36-37","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5248e0>","6","323","0","0","4","1","2021-08-02 15:01:08.923674","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/38/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5249a0>","47","324","0","0","5","1","2021-08-02 15:01:11.495605","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/31/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef524a60>","1","325","0","0","0","1","2021-08-02 15:01:19.373996","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/29/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef524b20>","62","326","0","3","1","1","2021-08-02 15:01:19.802425","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/3/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef524be0>","45","327","0","1","2","1","2021-08-02 15:01:20.289524","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1322/articles/1419129/38/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef524ca0>","8","328","1","0","3","1","2021-08-02 15:01:20.897389","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=85bcb0bb2ea03317e52b#/pages/6","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef524d60>","9","329","0","0","4","1","2021-08-02 15:01:20.935212","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/13/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef524e20>","10","330","0","0","5","1","2021-08-02 15:01:20.962285","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/15/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef524ee0>","62","331","0","3","0","1","2021-08-02 15:01:32.450744","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/3/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef524fa0>","16","332","0","1","1","1","2021-08-02 15:01:32.834629","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1322/articles/1419129/8/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52b0a0>","47","333","0","0","2","1","2021-08-02 15:01:33.146467","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/31/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52b160>","8","334","1","0","3","1","2021-08-02 15:01:33.721406","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=85bcb0bb2ea03317e52b#/pages/6","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52b220>","8","335","1","0","4","1","2021-08-02 15:01:33.764219","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=85bcb0bb2ea03317e52b#/pages/6","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52b2e0>","38","336","0","0","5","1","2021-08-02 15:01:34.374168","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=c074e3a7cc3fdec10b46#/pages/12-13","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52b3a0>","68","337","0","0","0","1","2021-08-02 15:01:44.547528","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/2/5","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52b460>","68","338","0","0","1","1","2021-08-02 15:01:44.908157","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/2/5","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52b520>","32","339","0","0","2","1","2021-08-02 15:01:45.615551","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/26/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52b5e0>","13","340","0","0","3","1","2021-08-02 15:01:45.798653","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=3c7632fe52028862c5df#/pages/18-19","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52b6a0>","67","341","1","0","4","1","2021-08-02 15:01:46.545645","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/18/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52b760>","31","342","0","1","5","1","2021-08-02 15:01:46.880058","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=d5b788bebdfd4220907f#/pages/32","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52b820>","8","343","1","0","0","1","2021-08-02 15:01:54.362917","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=85bcb0bb2ea03317e52b#/pages/6","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52b8e0>","68","344","0","0","1","1","2021-08-02 15:01:54.558480","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/2/5","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52b9a0>","67","345","1","0","2","1","2021-08-02 15:01:55.701563","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/18/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52ba60>","62","346","0","3","3","1","2021-08-02 15:01:56.221367","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/3/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52bb20>","52","347","0","0","4","1","2021-08-02 15:01:56.426136","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/5/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52bbe0>","60","348","0","0","5","1","2021-08-02 15:01:57.664952","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/2/4","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52bca0>","11","349","0","1","0","1","2021-08-02 15:02:20.613336","https://krant.trouw.nl/titles/trouw/8321/publications/1317/articles/1419131/17/2","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52bd60>","29","350","0","0","1","1","2021-08-02 15:02:21.419854","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/42/5","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52be20>","35","351","0","0","2","1","2021-08-02 15:02:21.452390","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/41/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52bee0>","28","352","1","0","3","1","2021-08-02 15:02:22.391328","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/34/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef52bfa0>","51","353","0","0","4","1","2021-08-02 15:02:22.475568","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=e4b845b3c2f9b79a7882#/pages/34","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5310a0>","24","354","0","0","5","1","2021-08-02 15:02:22.686478","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1322/articles/1419129/47/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef531160>","28","355","1","0","0","1","2021-08-02 15:10:14.133194","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/34/3","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef531220>","15","356","0","1","1","1","2021-08-02 15:10:14.936435","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=8837817a36d29f2f92bc#/pages/36-37","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5312e0>","47","357","0","0","2","1","2021-08-02 15:10:15.552798","https://krant.ad.nl/titles/algemeendagblad/7908/publications/25424/articles/1419132/31/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef5313a0>","63","358","0","0","3","1","2021-08-02 15:10:15.806769","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1322/articles/1419129/47/1","None",
"<sqlalchemy.orm.state.InstanceState object at 0x7f24ef531460>","7","359","0","0","4","1","2021-08-02 15:10:16.314332","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/2bda9db1b18a110c3eb67268319ebe91/web/OPS/cciobjects.json&hash=052afdc6d4188ec74dcb#/pages/36-37","None",
